"","eda","p3","ent","sex","cs_p13_1","e_con","ur","seg_soc","hrsocup","hij5c","mh_fil2","par_c","sal_sem","exp","exp2"
"747",28,"5222","4","2","4","5","1","2",12,"1","2","201",625,10,100
"748",26,"5222","4","2","7","5","1","2",47,"2","2","201",300,4,16
"749",35,"8343","4","1","3","3","1","2",60,"0","2","301",3500,20,400
"750",49,"5222","4","2","4","5","1","2",42,"3","2","201",3870,31,961
"751",51,"8343","4","1","3","1","1","2",48,"0","2","101",3000,36,1296
"752",24,"5222","4","2","7","6","1","2",40,"1","2","413",8600,1,1
"753",63,"2811","4","2","6","6","1","1",32,"3","3","101",9000,42,1764
"754",21,"5222","4","2","3","6","1","2",12,"1","2","301",1720,6,36
"755",41,"5222","4","2","4","5","1","2",35,"2","2","201",2150,23,529
"756",51,"5222","4","2","3","3","1","2",40,"2","2","101",6450,36,1296
"757",46,"5113","4","2","3","5","1","1",40,"2","2","201",5160,31,961
"758",22,"5222","4","2","3","5","1","2",10,"1","2","201",1290,7,49
"759",37,"2811","4","2","6","1","1","1",40,"2","3","301",4000,16,256
"760",22,"5222","4","2","4","6","1","2",48,"1","2","415",1935,4,16
"761",53,"8343","4","1","7","5","1","2",40,"0","2","101",5590,33,1089
"762",40,"5222","4","2","2","2","1","2",24,"2","2","301",3225,28,784
"763",30,"8343","4","1","7","5","1","2",40,"0","2","101",5160,11,121
"764",25,"8343","4","1","4","5","1","2",40,"0","2","101",3000,7,49
"765",50,"5222","4","2","3","5","1","2",32,"2","2","201",6020,35,1225
"766",31,"2811","4","1","7","5","1","1",36,"0","3","101",9000,8,64
"767",33,"2811","4","1","7","1","1","1",40,"0","3","202",10000,14,196
"768",24,"5222","4","2","4","6","1","2",72,"1","2","303",6880,6,36
"769",22,"5222","17","2","4","6","1","2",18,"1","2","301",2150,4,16
"770",46,"5222","17","2","3","2","1","2",32,"2","2","101",3870,31,961
"771",52,"5222","17","2","3","5","1","2",45,"3","2","201",4300,37,1369
"772",27,"5222","17","2","4","1","1","2",8,"2","2","101",3440,9,81
"773",48,"2811","17","1","6","6","1","2",9,"0","1","101",2150,29,841
"774",52,"5222","17","2","6","5","1","2",50,"3","2","201",8600,35,1225
"775",34,"2811","17","2","6","1","1","1",40,"2","3","418",6000,16,256
"776",40,"5222","17","2","4","1","1","2",56,"2","2","201",5160,22,484
"777",48,"5222","17","2","3","5","1","2",36,"2","2","201",3870,33,1089
"778",71,"2811","17","2","6","1","1","2",12,"3","1","101",3010,53,2809
"779",55,"9722","17","1","2","5","1","2",70,"0","1","101",2580,46,2116
"780",58,"2811","17","2","6","5","1","1",42,"2","3","201",4800,40,1600
"781",25,"2811","30","1","7","6","1","1",40,"0","3","301",2500,1,1
"782",42,"5222","30","2","4","5","1","2",6,"2","2","201",860,25,625
"783",23,"9722","30","1","4","6","1","2",21,"0","3","301",2580,7,49
"784",63,"2811","30","2","6","5","1","2",12,"3","1","101",1290,42,1764
"785",73,"5222","30","2","2","4","1","2",15,"3","2","101",1290,65,4225
"786",63,"5222","30","1","3","3","1","2",0,"0","2","101",6020,48,2304
"787",48,"9722","30","1","7","5","1","2",5,"0","3","101",200,25,625
"788",68,"5222","30","2","4","3","1","2",9,"3","2","101",1290,50,2500
"789",59,"2811","30","2","6","5","1","1",44,"2","3","101",7000,41,1681
"790",56,"5222","30","2","2","6","1","2",30,"4","2","101",2150,44,1936
"791",67,"5222","30","2","2","4","1","2",84,"3","3","101",750,58,3364
"792",52,"5222","30","2","3","5","1","2",6,"1","2","301",3010,37,1369
"793",56,"5222","30","2","4","6","1","2",48,"3","2","101",4300,38,1444
"794",64,"5222","30","2","2","3","1","2",3,"2","2","101",1935,56,3136
"795",58,"5222","30","2","7","5","1","2",4,"1","2","101",1290,37,1369
"796",33,"5222","30","2","7","6","1","2",10,"1","2","301",2150,10,100
"797",31,"5222","30","2","3","1","1","2",28,"2","2","101",5160,16,256
"798",31,"2812","20","2","3","6","1","0",0,"3","0","101",3000,16,256
"799",31,"2812","20","1","7","5","1","1",24,"0","3","101",3000,9,81
"800",43,"5222","20","2","4","5","1","2",48,"3","2","201",4300,26,676
"801",40,"2812","20","1","6","1","1","1",36,"0","3","201",4750,19,361
"802",55,"5113","20","2","8","5","1","1",48,"3","2","201",3200,31,961
"803",65,"5222","20","2","2","5","1","2",84,"3","1","201",625,53,2809
"804",45,"8343","20","1","4","3","1","1",84,"0","2","101",2750,27,729
"805",51,"8343","20","1","3","1","1","2",36,"0","2","101",3870,36,1296
"806",31,"9722","20","1","7","5","1","1",60,"0","3","301",6000,9,81
"807",51,"5222","20","2","3","6","1","2",30,"2","2","101",2000,36,1296
"808",61,"5222","20","2","3","6","1","2",24,"2","2","416",6020,46,2116
"809",33,"5222","20","2","3","6","1","2",60,"1","2","101",4000,18,324
"810",55,"9722","20","1","3","1","1","1",0,"0","3","101",5000,40,1600
"811",33,"5222","20","2","4","5","1","2",60,"3","2","201",3010,15,225
"812",61,"5222","20","2","2","5","1","2",40,"3","2","201",4300,51,2601
"813",33,"5222","20","2","3","6","1","2",12,"1","2","301",3440,19,361
"814",44,"5222","20","2","2","1","1","2",84,"4","2","101",1700,34,1156
"815",21,"5222","20","2","2","6","1","2",60,"1","2","413",1200,9,81
"816",17,"5222","20","1","3","6","1","2",36,"0","2","408",3225,2,4
"817",50,"5113","20","2","2","6","1","2",27,"2","2","101",2516,38,1444
"818",31,"2812","20","2","7","5","1","2",6,"2","1","201",6450,11,121
"819",33,"5113","20","1","7","6","1","2",48,"0","2","301",6450,10,100
"820",72,"5113","20","2","2","3","1","2",10,"3","2","101",1290,60,3600
"821",27,"2812","20","2","6","6","1","1",40,"1","3","301",3000,6,36
"822",30,"5222","20","2","3","5","1","2",42,"2","2","101",3354,16,256
"823",41,"5222","20","2","3","6","1","2",26,"3","2","101",3010,26,676
"824",47,"8343","20","1","3","1","1","2",72,"0","2","101",4000,32,1024
"825",50,"2812","32","1","6","5","1","1",40,"0","3","101",6750,29,841
"826",28,"2811","32","2","7","6","1","1",45,"1","3","301",1875,6,36
"827",45,"5222","32","2","3","5","1","2",0,"3","2","201",6450,30,900
"828",57,"2811","32","2","6","6","1","1",33,"3","3","101",2500,39,1521
"829",22,"5222","32","2","3","6","1","2",40,"1","2","301",1935,7,49
"830",54,"5222","32","2","2","2","1","2",30,"3","2","101",2150,42,1764
"831",34,"2812","32","2","6","5","1","1",33,"3","3","201",8000,13,169
"832",39,"5222","32","2","2","5","1","2",46,"2","2","201",700,27,729
"833",47,"8343","32","1","4","5","1","2",48,"0","2","101",8600,29,841
"834",60,"5222","32","2","2","5","1","2",20,"3","1","201",2150,48,2304
"835",28,"5222","32","2","7","6","1","2",40,"1","2","501",3440,8,64
"836",29,"2812","32","1","6","6","1","2",35,"0","3","301",2800,8,64
"837",50,"2812","32","1","3","1","1","1",48,"0","3","101",6020,35,1225
"838",65,"5222","32","2","0","5","1","2",12,"3","1","201",645,59,3481
"839",56,"9722","32","2","7","6","1","1",35,"1","3","101",8000,33,1089
"840",57,"2811","32","2","7","4","1","1",0,"3","3","101",7000,37,1369
"841",63,"5222","32","2","3","5","1","2",16,"3","2","101",2580,48,2304
"842",23,"5222","32","2","3","6","1","2",10,"1","2","101",516,8,64
"843",35,"2811","32","1","6","5","1","1",40,"0","3","101",4500,17,289
"844",50,"5222","6","2","3","5","1","2",30,"2","2","201",2150,35,1225
"845",45,"5222","6","2","4","2","1","2",37,"2","2","101",3010,28,784
"846",66,"5222","6","2","4","4","1","2",22,"3","2","401",3010,48,2304
"847",29,"5222","6","2","7","6","1","2",12,"1","2","301",1935,7,49
"848",49,"9722","6","1","4","5","1","1",40,"0","3","101",5000,31,961
"849",38,"9722","6","1","4","6","1","2",2,"0","3","303",3332,20,400
"850",50,"5222","6","2","2","4","1","2",42,"2","1","101",4300,38,1444
"851",62,"5222","6","2","2","5","1","2",24,"3","2","201",860,52,2704
"852",70,"5222","6","2","3","5","1","2",84,"2","2","201",5160,55,3025
"853",36,"9722","6","1","7","5","1","1",28,"0","3","101",4510,15,225
"854",25,"5222","6","2","4","1","1","2",49,"2","2","101",10320,7,49
"855",23,"5222","6","2","7","1","1","2",35,"1","2","201",2000,1,1
"856",46,"5222","6","2","3","5","1","2",42,"3","2","201",6020,31,961
"857",24,"5222","6","2","7","6","1","2",42,"1","2","301",6020,2,4
"858",49,"5222","6","2","3","3","1","2",84,"2","2","101",12000,34,1156
"859",63,"5222","6","1","2","1","1","2",45,"0","1","202",7740,51,2601
"860",63,"5222","6","1","2","1","1","2",45,"0","1","202",7740,51,2601
"861",63,"5222","6","2","3","5","1","2",33,"2","2","201",7740,48,2304
"862",63,"5222","6","2","3","5","1","2",33,"2","2","201",7740,48,2304
"863",39,"5222","6","2","6","1","1","2",72,"2","1","101",12470,21,441
"864",43,"5222","6","1","2","6","1","2",56,"0","2","301",7740,32,1024
"865",13,"5222","6","2","3","6","1","2",3,"1","2","301",645,0,0
"866",21,"5222","6","2","7","6","1","2",8,"1","2","301",2580,1,1
"867",49,"2811","6","2","6","6","1","1",40,"2","3","101",7500,31,961
"868",59,"5222","6","2","3","2","1","2",119,"3","2","101",7740,44,1936
"869",54,"9722","6","2","3","5","1","1",23,"2","3","101",6000,39,1521
"870",16,"9722","6","1","3","6","1","2",36,"0","3","301",3010,1,1
"871",25,"5222","22","2","7","6","1","2",35,"1","2","301",250,2,4
"872",16,"5222","22","2","3","6","1","2",42,"1","2","301",2795,1,1
"873",48,"5222","22","2","6","1","1","2",26,"2","1","101",10750,30,900
"874",30,"5222","22","2","7","1","1","2",48,"2","2","301",8600,8,64
"875",51,"5222","22","2","6","5","1","2",24,"2","2","201",5805,33,1089
"876",38,"2811","22","2","6","6","1","2",42,"1","1","101",8600,20,400
"877",55,"5222","22","2","2","5","1","2",48,"2","2","501",8600,43,1849
"878",24,"5222","22","2","3","6","1","2",24,"1","2","301",860,9,81
"879",27,"2811","22","1","6","6","1","1",40,"0","3","301",2000,7,49
"880",51,"5222","22","1","3","5","1","2",63,"0","2","101",6450,36,1296
"881",26,"5222","22","2","7","6","1","2",25,"1","1","101",2750,4,16
"882",22,"2812","22","2","4","5","1","2",30,"2","3","201",6450,4,16
"883",52,"2811","29","2","6","6","1","1",40,"2","3","101",3000,34,1156
"884",21,"5222","29","2","4","6","1","2",33,"2","2","301",2150,3,9
"885",37,"5222","29","2","3","6","1","2",27,"1","2","301",800,22,484
"886",59,"5222","29","2","2","5","1","2",12,"3","2","201",860,50,2500
"887",43,"5222","29","2","3","1","1","2",8,"3","2","201",645,28,784
"888",22,"5222","29","2","7","6","1","2",35,"1","2","301",3440,1,1
"889",39,"2812","29","1","4","1","1","1",34,"0","3","101",8000,21,441
"890",24,"2812","29","1","4","6","1","1",48,"0","3","301",4000,6,36
"891",31,"2811","29","2","6","1","1","1",48,"2","3","101",1000,10,100
"892",58,"5222","29","2","2","2","1","2",6,"4","2","101",774,46,2116
"893",54,"5222","29","2","6","3","1","2",18,"1","2","101",1290,33,1089
"894",21,"5222","29","2","3","1","1","2",9,"2","2","201",860,6,36
"895",43,"2811","29","2","6","1","1","1",35,"2","3","201",3000,25,625
"896",54,"5222","29","2","3","2","1","2",50,"2","2","101",500,39,1521
"897",20,"5222","29","2","3","6","1","1",77,"1","2","408",5160,6,36
"898",45,"5222","29","2","3","5","1","2",15,"2","2","101",4300,30,900
"899",37,"8343","29","1","4","2","1","2",60,"0","2","101",5160,19,361
"900",34,"2811","29","2","6","5","1","1",40,"3","3","101",9000,13,169
"901",42,"2812","3","2","7","1","1","1",40,"3","3","101",6000,20,400
"902",44,"5222","3","2","4","1","1","2",20,"3","1","201",860,27,729
"903",25,"2811","3","1","6","1","1","2",40,"0","2","301",10750,4,16
"904",30,"5222","3","2","7","6","1","2",48,"1","2","301",3870,8,64
"905",55,"5222","3","2","2","5","1","2",25,"3","1","201",2150,43,1849
"906",36,"2811","3","1","6","6","1","1",0,"0","3","301",9000,15,225
"907",30,"2812","3","1","6","5","1","2",24,"0","3","101",2500,10,100
"908",38,"2811","3","2","6","5","1","2",10,"3","1","201",8600,20,400
"909",25,"5113","3","1","7","1","1","1",40,"0","2","303",12200,5,25
"910",43,"2811","3","1","6","1","1","1",40,"0","3","101",7000,22,484
"911",40,"2811","3","2","6","1","1","1",32,"3","3","201",6000,19,361
"912",30,"5222","3","2","4","5","1","2",40,"2","1","201",4300,12,144
"913",33,"5113","3","1","7","1","1","2",60,"0","2","101",10000,11,121
"914",26,"2811","3","1","6","6","1","1",40,"0","3","301",5200,8,64
"915",26,"5222","3","2","7","6","1","2",25,"1","2","403",7740,6,36
"916",50,"5222","3","2","2","6","1","2",48,"3","1","101",3010,38,1444
"917",51,"5222","23","2","3","5","1","2",5,"2","1","201",538,36,1296
"918",54,"5222","23","2","3","2","1","2",24,"2","1","101",2064,39,1521
"919",26,"5222","23","2","4","1","1","2",30,"2","2","201",10105,8,64
"920",22,"8343","23","1","4","1","1","2",34,"0","2","101",8600,4,16
"921",33,"8343","23","1","7","5","1","2",72,"0","2","301",10750,11,121
"922",50,"5222","23","2","3","4","1","2",36,"3","1","101",1720,35,1225
"923",30,"2812","23","1","6","1","1","1",40,"0","3","101",7000,9,81
"924",55,"5222","23","2","3","4","1","2",54,"2","1","101",1500,41,1681
"925",23,"9722","23","2","7","6","1","2",12,"1","3","301",5160,2,4
"926",27,"5222","23","2","4","1","1","2",27,"1","2","201",4515,9,81
"927",48,"5222","23","2","2","5","1","2",42,"3","1","416",1300,36,1296
"928",48,"5222","23","2","3","6","1","2",40,"1","2","301",6450,33,1089
"929",50,"5222","23","2","4","6","1","2",30,"3","2","101",3000,32,1024
"930",18,"5222","23","2","4","6","1","2",30,"1","2","301",2150,0,0
"931",17,"9722","23","2","3","1","1","1",28,"2","3","418",8600,3,9
"932",19,"5222","23","2","4","6","1","2",16,"1","2","408",4300,1,1
"933",47,"2811","23","2","6","5","1","1",40,"3","3","201",5000,29,841
"934",50,"9722","23","1","4","5","1","2",35,"0","3","101",6000,32,1024
"935",18,"5222","23","2","3","1","1","2",60,"1","1","418",1500,5,25
"936",38,"2812","23","1","6","5","1","1",72,"0","3","301",7000,20,400
"937",33,"5222","23","2","7","6","1","2",30,"1","2","419",5000,11,121
"938",44,"5222","23","2","3","5","1","2",60,"3","1","101",2580,29,841
"939",39,"5113","23","2","2","1","1","2",20,"3","2","202",10750,27,729
"940",54,"5222","23","2","2","1","1","2",40,"2","2","201",5160,42,1764
"941",31,"2812","4","2","6","5","1","1",46,"1","3","201",3000,10,100
"942",37,"9722","4","1","7","6","1","2",77,"0","1","101",2400,14,196
"943",30,"5222","4","2","3","1","1","2",30,"2","2","202",2150,15,225
"944",51,"9722","4","1","0","4","1","2",31,"0","3","101",4500,45,2025
"945",53,"5222","4","2","6","6","1","2",45,"2","1","101",1000,35,1225
"946",39,"5222","4","2","4","1","1","2",18,"2","2","202",1182.5,22,484
"947",54,"5222","4","2","0","5","1","2",16,"3","2","201",860,48,2304
"948",44,"5222","4","2","3","5","1","2",30,"3","1","201",3010,29,841
"949",60,"5222","4","2","3","5","1","2",48,"3","2","101",5160,45,2025
"950",25,"2812","4","2","4","1","1","1",52,"2","3","201",2500,9,81
"951",28,"5222","4","2","3","2","1","2",20,"3","2","301",2150,13,169
"952",33,"5222","4","2","2","2","1","2",30,"3","2","101",5160,21,441
"953",33,"5222","4","2","4","5","1","2",24,"3","2","201",806.25,17,289
"954",19,"5222","4","2","4","6","1","2",35,"1","2","301",2150,2,4
"955",51,"5222","4","2","2","1","1","2",40,"2","2","101",3440,42,1764
"956",48,"2812","4","1","3","2","1","1",84,"0","3","101",9300,33,1089
"957",49,"2812","4","1","3","2","1","1",48,"0","3","501",9400,34,1156
"958",28,"5222","4","2","4","6","1","2",45,"1","2","301",1000,10,100
"959",19,"5222","4","2","3","1","1","2",30,"2","2","301",1075,4,16
"960",50,"5222","4","2","3","1","1","2",70,"3","2","101",1720,35,1225
"961",45,"9722","4","1","7","6","1","1",40,"0","3","101",3000,26,676
"962",49,"5222","4","2","6","1","1","2",12,"3","2","202",473,32,1024
"963",60,"5222","4","2","3","4","1","2",72,"3","2","101",750,45,2025
"964",21,"5222","4","2","4","6","1","2",25,"1","2","301",1075,3,9
"965",26,"5222","4","2","4","6","1","2",30,"1","2","301",3440,10,100
"966",29,"5222","4","2","7","1","1","2",3,"2","2","201",600,6,36
"967",40,"5222","4","2","4","2","1","2",48,"1","2","419",300,22,484
"968",20,"5222","4","2","7","6","1","2",50,"1","2","408",500,1,1
"969",26,"2811","4","2","6","5","1","1",40,"2","3","201",4000,6,36
"970",21,"2812","4","1","7","6","1","1",45,"0","3","301",4000,1,1
"971",60,"5222","4","2","3","4","1","2",7,"3","2","101",1720,46,2116
"972",25,"2811","4","2","7","1","1","1",32,"1","3","301",3000,-80,6400
"973",22,"5222","13","2","7","1","1","2",81,"1","2","101",4000,0,0
"974",54,"5222","13","2","6","1","1","2",48,"2","2","101",7525,38,1444
"975",68,"8343","13","1","7","5","1","2",24,"0","2","101",6450,45,2025
"976",23,"5222","13","2","6","1","1","2",40,"3","2","201",4300,5,25
"977",76,"5222","13","2","6","6","1","2",2,"1","2","101",645,59,3481
"978",29,"9722","13","1","7","6","1","2",56,"0","3","301",8600,7,49
